;Data da Operação;Tipo Operação;Característica;Ativo;Corretora;Qtde;Preço (R$);Custo Médio (R$);Lucro/Perda (R$);%
;;;;;;;;;0,00;
23/07/2020;;Venda;Normal;VVAR3;BB-BI S.A.;6.000;21,62;21,30;;1,51 %
;;;;;;;;;1.941,62;
24/07/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.400;54,51;0,00;;0,00 %
;;;;;;;;;0,00;
24/07/2020;;Venda;Normal;BIDI4;BB-BI S.A.;7.200;18,19;18,01;;1,03 %
;;;;;;;;;1.340,67;
27/07/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.400;55,09;54,51;;1,07 %
;;;;;;;;;1.411,93;
27/07/2020;;Compra;Normal;BIDI4;BB-BI S.A.;7.500;18,95;0,00;;0,00 %
;;;;;;;;;0,00;
27/07/2020;;Venda;Normal;ITSA4;BB-BI S.A.;1.100;10,89;9,02;;20,79 %
;;;;;;;;;2.062,48;
28/07/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.500;56,35;0,00;;0,00 %
;;;;;;;;;0,00;
28/07/2020;;Venda;Normal;BIDI4;BB-BI S.A.;7.500;18,82;18,96;;-0,67 %
;;;;;;;;;-966,28;
29/07/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.500;56,91;56,35;;1,00 %
;;;;;;;;;1.418,77;
29/07/2020;;Compra;Normal;BIDI4;BB-BI S.A.;7.000;20,22;0,00;;0,00 %
;;;;;;;;;0,00;
30/07/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.400;60,02;0,00;;0,00 %
;;;;;;;;;0,00;
30/07/2020;;Venda;Normal;BIDI4;BB-BI S.A.;7.000;20,43;20,23;;1,01 %
;;;;;;;;;1.433,33;
31/07/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.400;60,62;60,02;;1,00 %
;;;;;;;;;1.451,82;
31/07/2020;;Compra;Normal;BIDI4;BB-BI S.A.;7.100;20,58;0,00;;0,00 %
;;;;;;;;;0,00;
03/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.300;62,51;0,00;;0,00 %
;;;;;;;;;0,00;
03/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;7.100;20,80;20,59;;1,04 %
;;;;;;;;;1.523,50;
04/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.300;63,14;62,51;;1,01 %
;;;;;;;;;1.455,86;
04/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;7.200;20,50;0,00;;0,00 %
;;;;;;;;;0,00;
05/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.400;61,65;0,00;;0,00 %
;;;;;;;;;0,00;
05/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;7.200;20,72;20,51;;1,04 %
;;;;;;;;;1.545,32;
06/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.400;62,27;61,65;;1,01 %
;;;;;;;;;1.497,14;
06/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;6.900;21,70;0,00;;0,00 %
;;;;;;;;;0,00;
07/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.300;64,02;0,00;;0,00 %
;;;;;;;;;0,00;
07/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;6.900;21,93;21,71;;1,03 %
;;;;;;;;;1.544,01;
10/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.300;64,67;64,02;;1,01 %
;;;;;;;;;1.499,58;
10/08/2020;;Compra;Normal;LWSA3;BB-BI S.A.;2.700;54,98;0,00;;0,00 %
;;;;;;;;;0,00;
11/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.400;60,52;0,00;;0,00 %
;;;;;;;;;0,00;
11/08/2020;;Venda;Normal;LWSA3;BB-BI S.A.;2.700;53,97;54,98;;-1,82 %
;;;;;;;;;-2.701,85;
12/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.400;61,13;60,52;;1,01 %
;;;;;;;;;1.474,81;
12/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;7.200;20,62;0,00;;0,00 %
;;;;;;;;;0,00;
13/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.400;62,62;0,00;;0,00 %
;;;;;;;;;0,00;
13/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;7.200;20,84;20,63;;1,04 %
;;;;;;;;;1.544,79;
14/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.400;58,78;62,62;;-6,12 %
;;;;;;;;;-9.210,99;
14/08/2020;;Compra;Normal;SAPR11;BB-BI S.A.;5.000;28,37;0,00;;0,00 %
;;;;;;;;;0,00;
17/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.400;55,42;0,00;;0,00 %
;;;;;;;;;0,00;
17/08/2020;;Venda;Normal;SAPR11;BB-BI S.A.;5.000;27,53;28,37;;-2,95 %
;;;;;;;;;-4.198,35;
18/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.400;56,46;55,42;;1,89 %
;;;;;;;;;2.514,01;
18/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;6.800;20,42;0,00;;0,00 %
;;;;;;;;;0,00;
19/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.400;59,01;0,00;;0,00 %
;;;;;;;;;0,00;
19/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;6.800;20,63;20,43;;1,00 %
;;;;;;;;;1.390,73;
20/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.400;59,01;59,01;;0,00 %
;;;;;;;;;13,49;
20/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;6.800;20,66;0,00;;0,00 %
;;;;;;;;;0,00;
21/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.300;61,72;0,00;;0,00 %
;;;;;;;;;0,00;
21/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;6.800;20,88;20,67;;1,03 %
;;;;;;;;;1.457,71;
24/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.300;62,34;61,72;;1,01 %
;;;;;;;;;1.433,85;
24/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;6.700;21,34;0,00;;0,00 %
;;;;;;;;;0,00;
25/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.300;60,93;0,00;;0,00 %
;;;;;;;;;0,00;
25/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;6.700;21,56;21,35;;1,00 %
;;;;;;;;;1.433,19;
26/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.300;61,55;60,93;;1,02 %
;;;;;;;;;1.434,96;
26/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;7.000;20,71;0,00;;0,00 %
;;;;;;;;;0,00;
27/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.200;66,62;0,00;;0,00 %
;;;;;;;;;0,00;
27/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;7.000;20,93;20,72;;1,03 %
;;;;;;;;;1.500,95;
28/08/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.200;64,51;66,62;;-3,16 %
;;;;;;;;;-4.639,11;
28/08/2020;;Compra;Normal;BIDI4;BB-BI S.A.;6.300;22,40;0,00;;0,00 %
;;;;;;;;;0,00;
31/08/2020;;Compra;Normal;BIDI11;BB-BI S.A.;2.100;64,76;0,00;;0,00 %
;;;;;;;;;0,00;
31/08/2020;;Venda;Normal;BIDI4;BB-BI S.A.;6.300;21,95;22,41;;-2,03 %
;;;;;;;;;-2.877,34;
01/09/2020;;Venda;Normal;BIDI11;BB-BI S.A.;2.100;65,73;64,76;;1,49 %
;;;;;;;;;2.038,32;
01/09/2020;;Compra;Normal;CEAB3;BB-BI S.A.;11.600;12,79;0,00;;0,00 %
;;;;;;;;;0,00;
02/09/2020;;Venda;Normal;CEAB3;BB-BI S.A.;11.600;12,70;12,79;;-0,66 %
;;;;;;;;;-990,28;
02/09/2020;;Compra;Normal;HGTX3;BB-BI S.A.;7.300;19,98;0,00;;0,00 %
;;;;;;;;;0,00;
03/09/2020;;Compra;Normal;CEAB3;BB-BI S.A.;11.700;12,52;0,00;;0,00 %
;;;;;;;;;0,00;
03/09/2020;;Venda;Normal;HGTX3;BB-BI S.A.;7.300;20,19;19,99;;1,03 %
;;;;;;;;;1.508,57;
04/09/2020;;Venda;Normal;CEAB3;BB-BI S.A.;11.700;12,65;12,52;;1,05 %
;;;;;;;;;1.540,17;
04/09/2020;;Compra;Normal;TASA4;BB-BI S.A.;19.600;7,59;0,00;;0,00 %
;;;;;;;;;0,00;
08/09/2020;;Venda;Normal;TASA4;BB-BI S.A.;19.600;7,67;7,59;;1,11 %
;;;;;;;;;1.664,74;
08/09/2020;;Compra;Normal;TCSA3;BB-BI S.A.;13.000;11,40;0,00;;0,00 %
;;;;;;;;;0,00;
09/09/2020;;Compra;Normal;TASA4;BB-BI S.A.;18.700;8,08;0,00;;0,00 %
;;;;;;;;;0,00;
09/09/2020;;Venda;Normal;TCSA3;BB-BI S.A.;13.000;11,52;11,40;;1,07 %
;;;;;;;;;1.591,10;
10/09/2020;;Venda;Normal;TASA4;BB-BI S.A.;18.700;8,16;8,08;;1,04 %
;;;;;;;;;1.582,33;
10/09/2020;;Compra;Normal;TCSA3;BB-BI S.A.;13.500;11,02;0,00;;0,00 %
;;;;;;;;;0,00;
11/09/2020;;Compra;Normal;TASA4;BB-BI S.A.;19.500;8,04;0,00;;0,00 %
;;;;;;;;;0,00;
11/09/2020;;Venda;Normal;TCSA3;BB-BI S.A.;13.500;11,13;11,02;;1,02 %
;;;;;;;;;1.520,78;
14/09/2020;;Venda;Normal;TASA4;BB-BI S.A.;19.500;8,12;8,04;;1,04 %
;;;;;;;;;1.644,83;
14/09/2020;;Compra;Normal;TCSA3;BB-BI S.A.;14.300;11,05;0,00;;0,00 %
;;;;;;;;;0,00;
15/09/2020;;Venda;Normal;TCSA3;BB-BI S.A.;7.000;10,75;11,05;;-2,66 %
;;;;;;;;;-2.061,46;
15/09/2020;;Venda;Normal;TCSA3;BB-BI S.A.;7.300;10,71;11,05;;-3,03 %
;;;;;;;;;-2.449,57;
16/09/2020;;Compra;Normal;CEAB3;BB-BI S.A.;11.400;13,07;0,00;;0,00 %
;;;;;;;;;0,00;
17/09/2020;;Venda;Normal;CEAB3;BB-BI S.A.;11.400;12,79;13,07;;-2,13 %
;;;;;;;;;-3.183,91;
17/09/2020;;Compra;Normal;TASA4;BB-BI S.A.;16.400;9,02;0,00;;0,00 %
;;;;;;;;;0,00;
18/09/2020;;Compra;Normal;AZUL4;BB-BI S.A.;5.300;28,21;0,00;;0,00 %
;;;;;;;;;0,00;
18/09/2020;;Venda;Normal;TASA4;BB-BI S.A.;16.400;9,11;9,02;;1,03 %
;;;;;;;;;1.529,29;
21/09/2020;;Venda;Normal;AZUL4;BB-BI S.A.;5.300;26,54;28,21;;-5,91 %
;;;;;;;;;-8.850,46;
22/09/2020;;Compra;Normal;TASA4;BB-BI S.A.;16.900;8,57;0,00;;0,00 %
;;;;;;;;;0,00;
23/09/2020;;Compra;Normal;RCSL4;BB-BI S.A.;81.000;1,68;0,00;;0,00 %
;;;;;;;;;0,00;
23/09/2020;;Venda;Normal;TASA4;BB-BI S.A.;16.900;8,17;8,57;;-4,62 %
;;;;;;;;;-6.697,29;
24/09/2020;;Compra;Normal;RAPT4;BB-BI S.A.;11.700;12,02;0,00;;0,00 %
;;;;;;;;;0,00;
24/09/2020;;Venda;Normal;RCSL4;BB-BI S.A.;81.000;1,71;1,68;;2,30 %
;;;;;;;;;3.136,05;
25/09/2020;;Venda;Normal;RAPT4;BB-BI S.A.;2.300;12,03;12,02;;0,08 %
;;;;;;;;;22,22;
25/09/2020;;Venda;Normal;RAPT4;BB-BI S.A.;9.400;11,93;12,02;;-0,73 %
;;;;;;;;;-835,64;
25/09/2020;;Compra;Normal;RCSL4;BB-BI S.A.;80.400;1,76;0,00;;0,00 %
;;;;;;;;;0,00;
28/09/2020;;Venda;Normal;RCSL4;BB-BI S.A.;80.400;1,57;1,76;;-10,29 %
;;;;;;;;;-14.573,83;
01/10/2020;;Compra;Normal;RCSL4;BB-BI S.A.;80.100;1,57;0,00;;0,00 %
;;;;;;;;;0,00;
05/10/2020;;Venda;Normal;RCSL4;BB-BI S.A.;80.100;1,58;1,57;;1,19 %
;;;;;;;;;1.504,76;
06/10/2020;;Compra;Normal;DMVF3;BB-BI S.A.;11.300;11,37;0,00;;0,00 %
;;;;;;;;;0,00;
07/10/2020;;Compra;Normal;AZUL4;BB-BI S.A.;4.800;24,97;0,00;;0,00 %
;;;;;;;;;0,00;
07/10/2020;;Venda;Normal;DMVF3;BB-BI S.A.;11.300;11,01;11,37;;-3,16 %
;;;;;;;;;-4.066,31;
08/10/2020;;Venda;Normal;AZUL4;BB-BI S.A.;4.800;25,27;24,98;;1,16 %
;;;;;;;;;1.394,30;
08/10/2020;;Compra;Normal;COGN3;BB-BI S.A.;22.400;5,38;0,00;;0,00 %
;;;;;;;;;0,00;
09/10/2020;;Compra;Normal;AZUL4;BB-BI S.A.;4.800;25,30;0,00;;0,00 %
;;;;;;;;;0,00;
09/10/2020;;Venda;Normal;COGN3;BB-BI S.A.;22.400;5,43;5,38;;1,03 %
;;;;;;;;;1.249,94;
13/10/2020;;Venda;Normal;AZUL4;BB-BI S.A.;4.800;25,57;25,31;;1,02 %
;;;;;;;;;1.249,37;
13/10/2020;;Compra;Normal;COGN3;BB-BI S.A.;23.700;5,21;0,00;;0,00 %
;;;;;;;;;0,00;
14/10/2020;;Compra;Normal;AZUL4;BB-BI S.A.;4.800;25,81;0,00;;0,00 %
;;;;;;;;;0,00;
14/10/2020;;Venda;Normal;COGN3;BB-BI S.A.;23.700;5,26;5,21;;1,07 %
;;;;;;;;;1.326,10;
15/10/2020;;Venda;Normal;AZUL4;BB-BI S.A.;4.800;25,11;25,82;;-2,74 %
;;;;;;;;;-3.406,69;
15/10/2020;;Compra;Normal;LCAM3;BB-BI S.A.;4.700;25,41;0,00;;0,00 %
;;;;;;;;;0,00;
16/10/2020;;Venda;Normal;LCAM3;BB-BI S.A.;4.700;25,39;25,42;;-0,11 %
;;;;;;;;;-139,95;
19/10/2020;;Compra;Normal;GGBR4;BB-BI S.A.;5.200;22,75;0,00;;0,00 %
;;;;;;;;;0,00;
20/10/2020;;Venda;Normal;GGBR4;BB-BI S.A.;5.200;22,99;22,76;;1,02 %
;;;;;;;;;1.207,31;
20/10/2020;;Compra;Normal;LCAM3;BB-BI S.A.;4.600;26,58;0,00;;0,00 %
;;;;;;;;;0,00;
21/10/2020;;Compra;Normal;GGBR4;BB-BI S.A.;5.300;23,06;0,00;;0,00 %
;;;;;;;;;0,00;
21/10/2020;;Venda;Normal;LCAM3;BB-BI S.A.;4.600;26,84;26,58;;1,01 %
;;;;;;;;;1.238,89;
22/10/2020;;Venda;Normal;GGBR4;BB-BI S.A.;5.300;23,30;23,07;;1,00 %
;;;;;;;;;1.229,90;
22/10/2020;;Compra;Normal;LCAM3;BB-BI S.A.;4.800;26,19;0,00;;0,00 %
;;;;;;;;;0,00;
23/10/2020;;Compra;Normal;GGBR4;BB-BI S.A.;5.200;23,28;0,00;;0,00 %
;;;;;;;;;0,00;
23/10/2020;;Venda;Normal;LCAM3;BB-BI S.A.;4.800;25,86;26,19;;-1,26 %
;;;;;;;;;-1.584,34;
26/10/2020;;Venda;Normal;GGBR4;BB-BI S.A.;5.200;23,53;23,29;;1,03 %
;;;;;;;;;1.257,61;
26/10/2020;;Compra;Normal;LCAM3;BB-BI S.A.;4.700;25,90;0,00;;0,00 %
;;;;;;;;;0,00;
27/10/2020;;Venda;Normal;LCAM3;BB-BI S.A.;4.700;27,08;25,90;;4,59 %
;;;;;;;;;5.590,89;
27/10/2020;;Compra;Normal;WEGE3;BB-BI S.A.;1.500;83,27;0,00;;0,00 %
;;;;;;;;;0,00;
28/10/2020;;Compra;Normal;LCAM3;BB-BI S.A.;4.800;26,02;0,00;;0,00 %
;;;;;;;;;0,00;
28/10/2020;;Venda;Normal;WEGE3;BB-BI S.A.;1.500;80,42;83,27;;-3,42 %
;;;;;;;;;-4.273,02;
29/10/2020;;Compra;Normal;GGBR4;BB-BI S.A.;5.600;22,50;0,00;;0,00 %
;;;;;;;;;0,00;
29/10/2020;;Venda;Normal;LCAM3;BB-BI S.A.;4.800;26,27;26,02;;0,99 %
;;;;;;;;;1.247,28;
30/10/2020;;Venda;Normal;GGBR4;BB-BI S.A.;5.600;22,23;22,51;;-1,21 %
;;;;;;;;;-1.531,57;
30/10/2020;;Compra;Normal;WEGE3;BB-BI S.A.;1.600;75,85;0,00;;0,00 %
;;;;;;;;;0,00;
03/11/2020;;Compra;Normal;GGBR4;BB-BI S.A.;5.400;23,18;0,00;;0,00 %
;;;;;;;;;0,00;
03/11/2020;;Venda;Normal;WEGE3;BB-BI S.A.;1.600;77,95;75,86;;2,76 %
;;;;;;;;;3.360,79;
04/11/2020;;Venda;Normal;GGBR4;BB-BI S.A.;5.400;23,42;23,19;;1,00 %
;;;;;;;;;1.253,04;
04/11/2020;;Compra;Normal;WEGE3;BB-BI S.A.;1.500;82,23;0,00;;0,00 %
;;;;;;;;;0,00;
05/11/2020;;Venda;Normal;WEGE3;BB-BI S.A.;1.500;83,86;82,23;;1,98 %
;;;;;;;;;2.453,79;
06/11/2020;;Compra;Normal;GGBR4;BB-BI S.A.;5.700;22,51;0,00;;0,00 %
;;;;;;;;;0,00;
09/11/2020;;Venda;Normal;GGBR4;BB-BI S.A.;5.700;23,20;22,52;;3,03 %
;;;;;;;;;3.890,27;
10/11/2020;;Compra;Normal;GGBR4;BB-BI S.A.;6.300;20,83;0,00;;0,00 %
;;;;;;;;;0,00;
11/11/2020;;Venda;Normal;GGBR4;BB-BI S.A.;6.300;21,05;20,84;;1,02 %
;;;;;;;;;1.348,25;
11/11/2020;;Compra;Normal;RADL3;BB-BI S.A.;5.000;26,05;0,00;;0,00 %
;;;;;;;;;0,00;
12/11/2020;;Compra;Normal;GGBR4;BB-BI S.A.;6.400;20,68;0,00;;0,00 %
;;;;;;;;;0,00;
12/11/2020;;Venda;Normal;RADL3;BB-BI S.A.;5.000;26,05;26,06;;-0,02 %
;;;;;;;;;-30,71;
13/11/2020;;Venda;Normal;GGBR4;BB-BI S.A.;6.400;20,76;20,69;;0,39 %
;;;;;;;;;523,81;
16/11/2020;;Compra;Normal;GGBR4;BB-BI S.A.;6.300;20,99;0,00;;0,00 %
;;;;;;;;;0,00;
17/11/2020;;Venda;Normal;GGBR4;BB-BI S.A.;6.300;20,91;21,00;;-0,40 %
;;;;;;;;;-541,78;
17/11/2020;;Compra;Normal;PETZ3;BB-BI S.A.;7.100;18,47;0,00;;0,00 %
;;;;;;;;;0,00;
18/11/2020;;Compra;Normal;GOLL4;BB-BI S.A.;5.900;21,94;0,00;;0,00 %
;;;;;;;;;0,00;
18/11/2020;;Venda;Normal;PETZ3;BB-BI S.A.;5.400;18,66;18,48;;1,00 %
;;;;;;;;;1.001,08;
18/11/2020;;Venda;Normal;PETZ3;BB-BI S.A.;1.700;18,05;18,48;;-2,26 %
;;;;;;;;;-712,34;
19/11/2020;;Compra;Normal;CVCB3;BB-BI S.A.;8.000;16,40;0,00;;0,00 %
;;;;;;;;;0,00;
19/11/2020;;Venda;Normal;GOLL4;BB-BI S.A.;5.900;22,17;21,95;;1,01 %
;;;;;;;;;1.316,36;
20/11/2020;;Compra;Normal;BIDI11;BB-BI S.A.;1.900;69,42;0,00;;0,00 %
;;;;;;;;;0,00;
20/11/2020;;Venda;Normal;CVCB3;BB-BI S.A.;8.000;16,65;16,41;;1,50 %
;;;;;;;;;1.979,08;
23/11/2020;;Venda;Normal;BIDI11;BB-BI S.A.;1.900;68,30;69,43;;-1,61 %
;;;;;;;;;-2.129,06;
23/11/2020;;Compra;Normal;CVCB3;BB-BI S.A.;8.000;16,33;0,00;;0,00 %
;;;;;;;;;0,00;
24/11/2020;;Venda;Normal;CVCB3;BB-BI S.A.;100;16,53;16,34;;1,22 %
;;;;;;;;;19,96;
24/11/2020;;Venda;Normal;CVCB3;BB-BI S.A.;7.900;16,08;16,34;;-1,51 %
;;;;;;;;;-1.959,23;
24/11/2020;;Compra;Normal;GOLL4;BB-BI S.A.;5.500;23,47;0,00;;0,00 %
;;;;;;;;;0,00;
25/11/2020;;Compra;Normal;CVCB3;BB-BI S.A.;7.300;17,95;0,00;;0,00 %
;;;;;;;;;0,00;
25/11/2020;;Venda;Normal;GOLL4;BB-BI S.A.;2.200;23,72;23,48;;1,02 %
;;;;;;;;;531,25;
25/11/2020;;Venda;Normal;GOLL4;BB-BI S.A.;3.300;23,61;23,48;;0,56 %
;;;;;;;;;438,43;
26/11/2020;;Venda;Normal;CVCB3;BB-BI S.A.;7.300;17,45;17,96;;-2,78 %
;;;;;;;;;-3.650,08;
26/11/2020;;Compra;Normal;RAPT4;BB-BI S.A.;8.200;15,24;0,00;;0,00 %
;;;;;;;;;0,00;
27/11/2020;;Compra;Normal;PETZ3;BB-BI S.A.;6.500;19,25;0,00;;0,00 %
;;;;;;;;;0,00;
27/11/2020;;Venda;Normal;RAPT4;BB-BI S.A.;8.200;15,04;15,25;;-1,34 %
;;;;;;;;;-1.679,96;
30/11/2020;;Venda;Normal;PETZ3;BB-BI S.A.;6.500;19,45;19,26;;1,01 %
;;;;;;;;;1.268,03;
30/11/2020;;Compra;Normal;RAPT4;BB-BI S.A.;8.500;14,70;0,00;;0,00 %
;;;;;;;;;0,00;
01/12/2020;;Compra;Normal;PETZ3;BB-BI S.A.;6.900;18,17;0,00;;0,00 %
;;;;;;;;;0,00;
01/12/2020;;Venda;Normal;RAPT4;BB-BI S.A.;8.500;14,84;14,71;;0,94 %
;;;;;;;;;1.178,17;
02/12/2020;;Compra;Normal;CVCB3;BB-BI S.A.;6.500;19,34;0,00;;0,00 %
;;;;;;;;;0,00;
02/12/2020;;Venda;Normal;PETZ3;BB-BI S.A.;6.900;18,36;18,18;;1,02 %
;;;;;;;;;1.283,16;
03/12/2020;;Venda;Normal;CVCB3;BB-BI S.A.;6.500;19,54;19,35;;1,00 %
;;;;;;;;;1.268,24;
03/12/2020;;Compra;Normal;TASA4;BB-BI S.A.;7.800;16,12;0,00;;0,00 %
;;;;;;;;;0,00;
04/12/2020;;Compra;Normal;CVCB3;BB-BI S.A.;6.200;20,54;0,00;;0,00 %
;;;;;;;;;0,00;
04/12/2020;;Venda;Normal;TASA4;BB-BI S.A.;7.800;16,44;16,13;;1,96 %
;;;;;;;;;2.476,86;
07/12/2020;;Venda;Normal;CVCB3;BB-BI S.A.;6.200;20,76;20,55;;1,04 %
;;;;;;;;;1.328,23;
07/12/2020;;Compra;Normal;RAPT4;BB-BI S.A.;8.300;15,59;0,00;;0,00 %
;;;;;;;;;0,00;
08/12/2020;;Compra;Normal;CVCB3;BB-BI S.A.;6.100;21,00;0,00;;0,00 %
;;;;;;;;;0,00;
08/12/2020;;Venda;Normal;RAPT4;BB-BI S.A.;8.300;15,75;15,60;;1,01 %
;;;;;;;;;1.311,98;
09/12/2020;;Venda;Normal;CVCB3;BB-BI S.A.;6.100;21,22;21,01;;1,01 %
;;;;;;;;;1.304,77;
09/12/2020;;Compra;Normal;RAPT4;BB-BI S.A.;8.500;15,20;0,00;;0,00 %
;;;;;;;;;0,00;
10/12/2020;;Compra;Normal;CVCB3;BB-BI S.A.;6.000;21,00;0,00;;0,00 %
;;;;;;;;;0,00;
10/12/2020;;Venda;Normal;RAPT4;BB-BI S.A.;8.500;15,17;15,21;;-0,23 %
;;;;;;;;;-300,40;
11/12/2020;;Compra;Normal;AZUL4;BB-BI S.A.;3.000;40,73;0,00;;0,00 %
;;;;;;;;;0,00;
11/12/2020;;Venda;Normal;CVCB3;BB-BI S.A.;6.000;20,61;21,01;;-1,85 %
;;;;;;;;;-2.335,82;
14/12/2020;;Venda;Normal;AZUL4;BB-BI S.A.;3.000;41,28;40,74;;1,34 %
;;;;;;;;;1.645,30;
14/12/2020;;Compra;Normal;CVCB3;BB-BI S.A.;5.700;21,86;0,00;;0,00 %
;;;;;;;;;0,00;
15/12/2020;;Compra;Normal;AZUL4;BB-BI S.A.;3.100;39,92;0,00;;0,00 %
;;;;;;;;;0,00;
15/12/2020;;Venda;Normal;CVCB3;BB-BI S.A.;5.700;22,17;21,87;;1,38 %
;;;;;;;;;1.727,78;
16/12/2020;;Venda;Normal;AZUL4;BB-BI S.A.;3.100;40,32;39,93;;0,99 %
;;;;;;;;;1.237,47;
16/12/2020;;Compra;Normal;TASA4;BB-BI S.A.;8.300;15,12;0,00;;0,00 %
;;;;;;;;;0,00;
17/12/2020;;Compra;Normal;CVCB3;BB-BI S.A.;5.900;21,14;0,00;;0,00 %
;;;;;;;;;0,00;
17/12/2020;;Venda;Normal;TASA4;BB-BI S.A.;8.300;15,43;15,13;;2,03 %
;;;;;;;;;2.558,98;
18/12/2020;;Venda;Normal;CVCB3;BB-BI S.A.;5.900;20,83;21,15;;-1,49 %
;;;;;;;;;-1.867,19;
22/12/2020;;Compra;Normal;BIDI11;BB-BI S.A.;1.200;100,90;0,00;;0,00 %
;;;;;;;;;0,00;
23/12/2020;;Venda;Normal;BIDI11;BB-BI S.A.;1.200;102,93;100,91;;2,00 %
;;;;;;;;;2.425,74;
23/12/2020;;Compra;Normal;TASA4;BB-BI S.A.;8.100;15,25;0,00;;0,00 %
;;;;;;;;;0,00;
28/12/2020;;Compra;Normal;BIDI11;BB-BI S.A.;1.200;102,23;0,00;;0,00 %
;;;;;;;;;0,00;
28/12/2020;;Venda;Normal;TASA4;BB-BI S.A.;8.100;15,41;15,26;;1,03 %
;;;;;;;;;1.281,57;
29/12/2020;;Venda;Normal;BIDI11;BB-BI S.A.;1.200;103,32;102,24;;1,05 %
;;;;;;;;;1.299,11;
